0.043669038	10001.0	0.032931264	-0.028679552	1.0
0.03961204	7913.0005	0.033556297	-0.021049671	1.0
0.03778147	6262.001	0.034568265	-0.015247114	1.0
0.037329234	4954.999	0.035744302	-0.010761809	1.0
0.037626851	3919.9995	0.036871485	-0.00750157	1.0
0.038236741	3102.0002	0.037884358	-0.0051791766	1.0
0.038892776	2452.5471	0.038738109	-0.0034651062	1.0
0.039490528	1942.0007	0.039426897	-0.0022408976	1.0
0.04000973	1535.4645	0.039986666	-0.0013582477	1.0
0.04045774	1215.9999	0.040451705	-0.00069878006	1.0
0.040848505	962.03754	0.040847961	-0.00021050847	1.0
0.041151669	761.23975	0.041151453	0.0001331247	1.0
0.041472606	601.79736	0.041470405	0.00042728553	1.0
0.041739088	476.52283	0.041734587	0.00061282836	1.0
0.042003311	376.86899	0.041996531	0.00075461477	1.0
0.042226799	298.10471	0.042218678	0.00082811213	1.0
0.04242862	236.05534	0.042418726	0.00091623561	1.0
0.042667314	186.69292	0.042656787	0.00094773871	1.0
0.042876963	147.6705	0.042866305	0.00095587538	1.0
0.0430177	116.9485	0.043007001	0.00095943076	1.0
0.043205921	92.536209	0.043196049	0.0009234756	1.0
0.043341037	73.194969	0.043331403	0.00091384107	1.0
0.043478094	57.900322	0.043469176	0.00088065979	1.0
0.043590281	45.809425	0.043582	0.00084972614	1.0
0.043698188	36.240089	0.043690313	0.00082953571	1.0
0.043816634	28.680079	0.043808684	0.00083461468	1.0
0.043924395	22.705643	0.04391674	0.00082010822	1.0
0.044026077	17.958227	0.044018392	0.00082248682	1.0
0.044161327	14.204997	0.044153199	0.00084719918	1.0
0.044256575	11.24572	0.04424813	0.00086455152	1.0
0.044328459	8.8964586	0.04431951	0.00089064077	1.0
0.044463225	7.0361419	0.044453301	0.00093931996	1.0
0.044600938	5.5693088	0.044590596	0.0009603941	1.0
0.044701256	4.4051557	0.04468837	0.0010733181	1.0
0.044831481	3.487803	0.044816479	0.0011597183	1.0
